Arquivo: leitura.c
========================================

 ID | Token                  |  Linha | Coluna | Lexema
 11 | TKAbreChaves           |    122 |      5 | {
 25 | TKString               |    122 |      6 | "int"
  5 | TKVirgula              |    122 |     11 | ,
  1 | TKId                   |    122 |     18 | TKInt
 12 | TKFechaChaves          |    122 |     23 | }
  5 | TKVirgula              |    122 |     24 | ,
 11 | TKAbreChaves           |    123 |      5 | {
 25 | TKString               |    123 |      6 | "float"
  5 | TKVirgula              |    123 |     13 | ,
  1 | TKId                   |    123 |     18 | TKFloat
 12 | TKFechaChaves          |    123 |     25 | }
  5 | TKVirgula              |    123 |     26 | ,
 11 | TKAbreChaves           |    124 |      5 | {
 25 | TKString               |    124 |      6 | "char"
  5 | TKVirgula              |    124 |     12 | ,
  1 | TKId                   |    124 |     18 | TKChar
 12 | TKFechaChaves          |    124 |     24 | }
  5 | TKVirgula              |    124 |     25 | ,
 11 | TKAbreChaves           |    125 |      5 | {
 25 | TKString               |    125 |      6 | "double"
  5 | TKVirgula              |    125 |     14 | ,
  1 | TKId                   |    125 |     18 | TKDouble
 12 | TKFechaChaves          |    125 |     26 | }
  5 | TKVirgula              |    125 |     27 | ,
 11 | TKAbreChaves           |    126 |      5 | {
 25 | TKString               |    126 |      6 | "else"
  5 | TKVirgula              |    126 |     12 | ,
  1 | TKId                   |    126 |     18 | TKElse
 12 | TKFechaChaves          |    126 |     24 | }
  5 | TKVirgula              |    126 |     25 | ,
 11 | TKAbreChaves           |    127 |      5 | {
 25 | TKString               |    127 |      6 | "if"
  5 | TKVirgula              |    127 |     10 | ,
  1 | TKId                   |    127 |     18 | TKIf
 12 | TKFechaChaves          |    127 |     22 | }
  5 | TKVirgula              |    127 |     23 | ,
 11 | TKAbreChaves           |    128 |      5 | {
 25 | TKString               |    128 |      6 | "while"
  5 | TKVirgula              |    128 |     13 | ,
  1 | TKId                   |    128 |     18 | TKWhile
 12 | TKFechaChaves          |    128 |     25 | }
  5 | TKVirgula              |    128 |     26 | ,
 11 | TKAbreChaves           |    129 |      5 | {
 25 | TKString               |    129 |      6 | "do"
  5 | TKVirgula              |    129 |     10 | ,
  1 | TKId                   |    129 |     18 | TKDo
 12 | TKFechaChaves          |    129 |     22 | }
  5 | TKVirgula              |    129 |     23 | ,
 11 | TKAbreChaves           |    130 |      5 | {
 25 | TKString               |    130 |      6 | "for"
  5 | TKVirgula              |    130 |     11 | ,
  1 | TKId                   |    130 |     18 | TKFor
 12 | TKFechaChaves          |    130 |     23 | }
  5 | TKVirgula              |    130 |     24 | ,
 11 | TKAbreChaves           |    131 |      5 | {
 25 | TKString               |    131 |      6 | "switch"
  5 | TKVirgula              |    131 |     14 | ,
  1 | TKId                   |    131 |     18 | TKSwitch
 12 | TKFechaChaves          |    131 |     26 | }
  5 | TKVirgula              |    131 |     27 | ,
 11 | TKAbreChaves           |    132 |      5 | {
 25 | TKString               |    132 |      6 | "case"
  5 | TKVirgula              |    132 |     12 | ,
  1 | TKId                   |    132 |     18 | TKCase
 12 | TKFechaChaves          |    132 |     24 | }
  5 | TKVirgula              |    132 |     25 | ,
 11 | TKAbreChaves           |    133 |      5 | {
 25 | TKString               |    133 |      6 | "default"
  5 | TKVirgula              |    133 |     15 | ,
  1 | TKId                   |    133 |     18 | TKDefault
 12 | TKFechaChaves          |    133 |     27 | }
  5 | TKVirgula              |    133 |     28 | ,
 11 | TKAbreChaves           |    134 |      5 | {
 25 | TKString               |    134 |      6 | "return"
  5 | TKVirgula              |    134 |     14 | ,
  1 | TKId                   |    134 |     18 | TKReturn
 12 | TKFechaChaves          |    134 |     26 | }
  5 | TKVirgula              |    134 |     27 | ,
 11 | TKAbreChaves           |    135 |      5 | {
 25 | TKString               |    135 |      6 | "break"
  5 | TKVirgula              |    135 |     13 | ,
  1 | TKId                   |    135 |     18 | TKBreak
 12 | TKFechaChaves          |    135 |     25 | }
  5 | TKVirgula              |    135 |     26 | ,
 11 | TKAbreChaves           |    136 |      5 | {
 25 | TKString               |    136 |      6 | "continue"
  5 | TKVirgula              |    136 |     16 | ,
  1 | TKId                   |    136 |     18 | TKContinue
 12 | TKFechaChaves          |    136 |     28 | }
  5 | TKVirgula              |    136 |     29 | ,
 11 | TKAbreChaves           |    137 |      5 | {
 25 | TKString               |    137 |      6 | "sizeof"
  5 | TKVirgula              |    137 |     14 | ,
  1 | TKId                   |    137 |     18 | TKSizeof
 12 | TKFechaChaves          |    137 |     26 | }
  5 | TKVirgula              |    137 |     27 | ,
 11 | TKAbreChaves           |    138 |      5 | {
 25 | TKString               |    138 |      6 | "struct"
  5 | TKVirgula              |    138 |     14 | ,
  1 | TKId                   |    138 |     18 | TKStruct
 12 | TKFechaChaves          |    138 |     26 | }
  5 | TKVirgula              |    138 |     27 | ,
 11 | TKAbreChaves           |    139 |      5 | {
 25 | TKString               |    139 |      6 | "typedef"
  5 | TKVirgula              |    139 |     15 | ,
  1 | TKId                   |    139 |     18 | TKTypedef
 12 | TKFechaChaves          |    139 |     27 | }
  5 | TKVirgula              |    139 |     28 | ,
 11 | TKAbreChaves           |    140 |      5 | {
 25 | TKString               |    140 |      6 | "unsigned"
  5 | TKVirgula              |    140 |     16 | ,
  1 | TKId                   |    140 |     18 | TKUnsigned
 12 | TKFechaChaves          |    140 |     28 | }
  5 | TKVirgula              |    140 |     29 | ,
 11 | TKAbreChaves           |    141 |      5 | {
 25 | TKString               |    141 |      6 | "signed"
  5 | TKVirgula              |    141 |     14 | ,
  1 | TKId                   |    141 |     18 | TKSigned
 12 | TKFechaChaves          |    141 |     26 | }
  5 | TKVirgula              |    141 |     27 | ,
 11 | TKAbreChaves           |    142 |      5 | {
 25 | TKString               |    142 |      6 | "long"
  5 | TKVirgula              |    142 |     12 | ,
  1 | TKId                   |    142 |     18 | TKLong
 12 | TKFechaChaves          |    142 |     24 | }
  5 | TKVirgula              |    142 |     25 | ,
 11 | TKAbreChaves           |    143 |      5 | {
 25 | TKString               |    143 |      6 | "short"
  5 | TKVirgula              |    143 |     13 | ,
  1 | TKId                   |    143 |     18 | TKShort
 12 | TKFechaChaves          |    143 |     25 | }
  5 | TKVirgula              |    143 |     26 | ,
 11 | TKAbreChaves           |    144 |      5 | {
 25 | TKString               |    144 |      6 | "const"
  5 | TKVirgula              |    144 |     13 | ,
  1 | TKId                   |    144 |     18 | TKConst
 12 | TKFechaChaves          |    144 |     25 | }
  5 | TKVirgula              |    144 |     26 | ,
 11 | TKAbreChaves           |    145 |      5 | {
 25 | TKString               |    145 |      6 | "static"
  5 | TKVirgula              |    145 |     14 | ,
  1 | TKId                   |    145 |     18 | TKStatic
 12 | TKFechaChaves          |    145 |     26 | }
  5 | TKVirgula              |    145 |     27 | ,
 11 | TKAbreChaves           |    146 |      5 | {
 25 | TKString               |    146 |      6 | "extern"
  5 | TKVirgula              |    146 |     14 | ,
  1 | TKId                   |    146 |     18 | TKExtern
 12 | TKFechaChaves          |    146 |     26 | }
  5 | TKVirgula              |    146 |     27 | ,
 11 | TKAbreChaves           |    147 |      5 | {
 25 | TKString               |    147 |      6 | "enum"
  5 | TKVirgula              |    147 |     12 | ,
  1 | TKId                   |    147 |     18 | TKEnum
 12 | TKFechaChaves          |    147 |     24 | }
  5 | TKVirgula              |    147 |     25 | ,
 11 | TKAbreChaves           |    148 |      5 | {
 25 | TKString               |    148 |      6 | "union"
  5 | TKVirgula              |    148 |     13 | ,
  1 | TKId                   |    148 |     18 | TKUnion
 12 | TKFechaChaves          |    148 |     25 | }
  5 | TKVirgula              |    148 |     26 | ,
 11 | TKAbreChaves           |    149 |      5 | {
 25 | TKString               |    149 |      6 | "goto"
  5 | TKVirgula              |    149 |     12 | ,
  1 | TKId                   |    149 |     18 | TKGoto
 12 | TKFechaChaves          |    149 |     24 | }
  5 | TKVirgula              |    149 |     25 | ,
 11 | TKAbreChaves           |    150 |      5 | {
 25 | TKString               |    150 |      6 | "volatile"
  5 | TKVirgula              |    150 |     16 | ,
  1 | TKId                   |    150 |     18 | TKVolatile
 12 | TKFechaChaves          |    150 |     28 | }
  5 | TKVirgula              |    150 |     29 | ,
 11 | TKAbreChaves           |    151 |      5 | {
 25 | TKString               |    151 |      6 | "register"
  5 | TKVirgula              |    151 |     16 | ,
  1 | TKId                   |    151 |     18 | TKRegister
 12 | TKFechaChaves          |    151 |     28 | }
  5 | TKVirgula              |    151 |     29 | ,
 11 | TKAbreChaves           |    152 |      5 | {
 25 | TKString               |    152 |      6 | "auto"
  5 | TKVirgula              |    152 |     12 | ,
  1 | TKId                   |    152 |     18 | TKAuto
 12 | TKFechaChaves          |    152 |     24 | }
  5 | TKVirgula              |    152 |     25 | ,
 11 | TKAbreChaves           |    153 |      5 | {
 25 | TKString               |    153 |      6 | "fimtabela"
  5 | TKVirgula              |    153 |     17 | ,
  1 | TKId                   |    153 |     19 | TKId
 12 | TKFechaChaves          |    153 |     23 | }
 12 | TKFechaChaves          |    154 |      1 | }
 10 | TKPontoEVirgula        |    154 |      2 | ;
 38 | TKTypedef              |    157 |      1 | typedef
 37 | TKStruct               |    157 |      9 | struct
  1 | TKId                   |    157 |     16 | contexto
 11 | TKAbreChaves           |    157 |     25 | {
 11 | TKAbreChaves           |    157 |     29 | /
 41 | TKLong                 |    158 |      5 | long
  1 | TKId                   |    158 |     10 | posglobal
 10 | TKPontoEVirgula        |    158 |     19 | ;
  3 | TKInt                  |    159 |      5 | int
  1 | TKId                   |    159 |      9 | tkant
 10 | TKPontoEVirgula        |    159 |     14 | ;
 16 | TKChar                 |    160 |      5 | char
  1 | TKId                   |    160 |     10 | cant
 10 | TKPontoEVirgula        |    160 |     14 | ;
 16 | TKChar                 |    161 |      5 | char
  1 | TKId                   |    161 |     10 | lexant
 18 | TKAbreColchete         |    161 |     16 | [
 22 | TKCteInt               |    161 |     17 | 520
 19 | TKFechaColchete        |    161 |     20 | ]
 10 | TKPontoEVirgula        |    161 |     21 | ;
  3 | TKInt                  |    162 |      5 | int
  1 | TKId                   |    162 |      9 | linant
 10 | TKPontoEVirgula        |    162 |     15 | ;
 10 | TKPontoEVirgula        |    162 |     29 | /
  3 | TKInt                  |    163 |      5 | int
  1 | TKId                   |    163 |      9 | colant
 10 | TKPontoEVirgula        |    163 |     15 | ;
 10 | TKPontoEVirgula        |    163 |     29 | /
 12 | TKFechaChaves          |    164 |      1 | }
  1 | TKId                   |    164 |      3 | tcontexto
 10 | TKPontoEVirgula        |    164 |     12 | ;
  1 | TKId                   |    166 |      1 | tcontexto
  1 | TKId                   |    166 |     11 | pilhacon
 18 | TKAbreColchete         |    166 |     19 | [
 22 | TKCteInt               |    166 |     20 | 1000
